Demanda;Categoria
Boa Tarde, prezados...Me chamo Douglas , advogado inscrito na OAB/MG: 333.333, advogado que representa VANIA - ME, gostaria se possível que me envie cópia da apólice de número 333333333I333333333 celebrada com a Allianz.Não estamos conseguir emitir pelo site, e como se percebe nos documentos em anexo, está havendo divergência entre as apólices enviadas pela Allianz e as recebida pela segurada, vez que a apólice apresentada pela seguradora, consta-se cobertura para VENDAVA, FURACÃO, CICLONE, GRANIZO E TORNADO em R$ 33.333, enquanto que a recebida pela segurada, consta a cobertura dos mesmos fatos em R$ 333.333.Conto com a compreensão e celeridade do ora requerido, vez que tal documento é importante para o deslinde de ação judicial.Segue contatos para resposta:Telefone: (333) 3 3333.3333E-mail: emailDouglasConto com vossa compreensão.Att...;Seguro de Pessoas
Tenho previdência privada (Nº DO PROCESSO SUSEP 33333.333333/3333-33) a qual fiz portabilidade para o Santander e recentemente, após obter minha aposentadoria do INSS, consultei qual seria o procedimento para resgatar a minha previdência. A informação do Santander é que o prazo mínimo seria 33 anos e o valor não seria corrigido. Achei muito estranho, e por isso tentei obter mais informações através da SUCEP, porém no atendimento telefônico não obtive êxito. A orientação foi fazer através deste canal. Poderiam me auxiliar?;Não identificada
Prezados, boa tarde, Seguindo orientação da atendente da Susep na data de hoje, abro essa solicitação com o objetivo de que o cadastro da corretora Corretora de Seguros, Susep 333333333, CNPJ 33.333.333/3333-33 seja reativado, pois conforme email enviado para email no dia 33/33/3333, efetuamos alteração contratual atualizando o código CNAE junto a Receita Federal.;Cadastro
Boa noite.Gostaria de saber como faço para consultar se determinado veículo possui seguro. Possuo apenas o RENAVAM e PLACA de um veículo que se envolveu em um sinistro.Existe alguma plataforma para consulta?Obrigado;Seguro de Pessoas
Tenho processo  conforme em anexo onde um dos réus e a Nobre Seguradora.  Já me encontro na lista de credores  do mesno. Sou PCD  lei 33 333 3333 me garante prioridade  em processos  administrativos e judiciais.  Além de minha já falecida ser idosa quero saber se tenho prioridade  para receber o valor da apólice do seguro mesmo a Nobre Seguradora  estando em liquidação extrajudicial  processo  número  333333 33 3333 3 33 33 . Mesmo sendo pcd a Nobre diz não direito a prioridade.  Mesmo com sentença transitada e julgado;Não identificada
Nas minhas aplicações de VGBL consigo ver meu cadastro e da corretora não consigo ver onde aparece o beneficiário em caso de falecimento.;Previdência Complementar Aberta
Olá, bom dia! Me chamo N e sua responsável técnica da empresa Corretagem de Seguros Ltda. Tivemos nossa SUSEP suspensa e não fomos informados sobre a possibilidade de ocorrência ou a necessidade de subir a documentação no site.Já subimos com o contrato social conforme no foi orientado via 3333 e também enviamos e-mail, mas não tivemos nenhum retorno. Estamos tendo nosso acesso bloqueado pelas seguradoras e ficando impossibilitados de trabalhar.Não temos nenhuma informação quanto a previsão de ativação do cadastro ou nenhuma outra informação.Sigo no aguardo de um retorno.Obrigada!;Cadastro
Minha filha adquiriu um apartamento financiado pela Zurich, com seguro prestamista em 3333. Ela faleceu em 33/33/3333. Desde então, por inúmeras vezes, busquei regularizar e conseguir a quitação do imóvel, sem sucesso. A Zurich me joga para o Santander, e vice-versa. Já enviei toda documentação necessária, e mesmo assim, sem solução. Levando em conta o desgaste emocional e o descaso da seguradora e do banco em questão. Venho solicitar a intervenção, se é que posso chamar assim, para que seja solucionado, e eu receba a quitação do imóvel.  O numero do sinistro é 3333-33-3333-3. Hoje, através de uma ligação, fiquei sabendo que o nome dela C, está em cartório por atraso do financiamento, o qual sempre foi pago religiosamente em dia. Segue o CPF 333.333.333-33, data nascimento 33/33/3333 - data falecimento 33/33/3333. Tentei ser o mais sucinta possível, pois nunca abri manifestação, mas me coloco à disposição para o que for necessário, bem como documentação, enfim..Boa noite, Desde já agradeço a atenção imediata à minha manifestação. Em anexo está o Certificado Seguro Habitacional com as informações necessárias. Desculpem-me pois no calor da emoção, não anexei tal documento. Continuo à disposição.Grata.;Seguro Garantia
INFORMAÇÕES SOBRE SEGURO DE VIDA;Seguro de Pessoas
Solicitei portabilidade de minha previdência privada certificado 3333.3333333 para a Caixa Econômica Federal, e a instituição Itaú Vida e Previdência, após solicitar vários documentos que foram prontamente apresentados não tratou o pedido desde 33/33/3333. Anteriormente havia solicitado portabilidade dos dois planos que possuía, e apenas um deles foi portado. Importante ressaltar que apresentei a mesma documentação para ambos os planos e o pedido de portabilidade foi negado em apenas um deles, embora todos os dados estivessem corretos.Tentei contato pelo 3333 da empresa Itaú, mas fui informada de que informações sobre portabilidade não são fornecidas por aquele canal.Solicito a imediata portabilidade dos recursos para o meu plano na Caixa Econômica Federal, conforme solicitado.;Previdência Complementar Aberta
Solicito o estudo do caso em questão, o atendente não sabe a lei do empresário individual........ ele está solicitando o contrato social, que não existe conforme lei 33.333 de 33/33/3333. Preciso da minha Susep ativa como sempre foi e nunca mudei nada na minha empresa.;Cadastro
Estou tendo problemas com a seguradora SulAmerica em reconhecer a existência de apolices ativas de ramos distintos ,produto do seguro no ramo vida e outro ,que minha mãe contratou.. já entrei em contato por telefone eles não me esclarecem ou solucionam o caso,estão se recusando a aceitar que existe tal apolice e a cobertura e dá direito a mim como beneficiário receber tal valor, consta no certificado, consta no espaço cliente sulamerica e consta cadastro de minha mãe no ramo exclusivo para os clientes do ramo respectivo. Ao passar meu cpf ou o cpf da minha mãe a ligação na maioria das vezes cai a ligação ou durante a ligação eles desligam.. sou beneficiario ,minha mãe sempre provedora da nossa familia e segurada da SulAmerica ,faleceu em Maio.Eu só quero que seja pago o valor respectivo que consta no certificado,posso encaminhar meus dados para receber,estou de fato tento problemas pois preciso do valor para sanar dividas e manter o mínimo de segurança e tranquilidade para viver o luto da minha mãe e me estabilizar.Meu nome é Moraes ,CPF 333.333.333-33Nome da minha mãe LeiteCPF 333.333.333-33Protocolo de Reclamação  Susep 3333.33/33333333333Abri no próprio site da susep, mas um dia antes do prazo finalizar eles enviaram um anexo e pedem que eu compreenda a situação deles e espere mais e se possível não avalie a empresa no site susep.. segue anexos ,no site susep também encaminhei esses e mais algus e também para própria SulAmerica via e-mail da ouvidoria.Obrigado, aguardo retorno, Deus abençoe!;Seguro de Pessoas
Foi dado a entrada no seguro de vida de W da Sudamerica saúde e a documentação foi protocolada no dia 33/33/33. O prazo para pagamento foi expirado e o pagamento não foi efetuado.;Seguro de Pessoas
Estou desde o dia 33/33/3333 tentando solicitar o resgate da minha previdência VGBL que está junto ao Banco Santander, o santanderprevi.No entanto não consigo fazer pelo aplicativo do banco e nem consigo acessar o site para realizar o pedido de resgate. Já foi realizado duas tentativas no fale conosco do site www.santanderprevi.com.br, uma tentativa de contato por e-mail e duas ligações no canal RH do banco (por se tratar de um caso de ex-colaborador), em nenhuma das tentativas de contato foi resolvido o problema.Também realizei a tentativa de contato com a central de atendimento pelo 3333-3333 e também não foi possível, pois segundo a atendente o resgate da minha previdência, por ser de ex colaborador SOMENTE poderá ser realizada através do site, já mencionado acima. Quando tento acessar o site não é identificado os meus dados para realizar o cadastro de acesso, consequentemente não consigo pedir o resgate e já não sei o que fazer mais nem a quem recorrer.;Previdência Complementar Aberta
Somos uma empresa de corretores de Seguros a mais de 33 anos cadastrados na SUSEP e estamos como o Registro Suspenso sem prévio aviso. Falamos e regularizamos o que foi pedido. Tem como regularizar o Registro??;Cadastro
Estou tentando há dias tirar uma mera certidão de Empresa Corretora de Seguros da SUSEP, numero corretor SUSEP 333333333, CNPJ 33333333/3333-33 e não consigo. Em função disso não consigo trabalhar, não consigo obter meu sustento por pura falta de informação ou objetividade do site da susep. As seguradoras não me deixam cadastrar como PJ sem essa certidão. Por fvr, alguém me ajude, pois eu não sei mais o que fazer. Também não consegui achar um contato telefônico para ser mais objetivo a resolução da demanda do contribuinte associado. Grato pela atenção;Cadastro
Olá, fiz o curso da susep vida e previdência pelo banco bradesco em 3333, gostaria de voltar a exercer vendas desse produto, inclusive tinha ate a carteirinha da susep .por gentileza, como faco para requerer 3 via e posteriormente fazer outro cursos de vcs para habilitação de mais produtos? Obrigada;Cadastro
"Boa tarde Prezados; Recebi hoje a informação de que o nosso cadastro junto com a Susep está suspenso e gostaria de entender o motivo. Peço que verifiquem com urgencia essa informação pois a CORRETORA DE SEGUROS LTDA  de CNPJ: 33333333333333 e sUSEP: 333333333, desconhece o motivo.";Cadastro
"Considerando que a Susep não tem previsão de elaborar nova Avaliação Setorial de Risco (ASR), e que ocorreu um erro operacional na digitação no referido documento, sugiro fortemente que esse Regulador retificar a conclusão da Avaliação Setorial de Risco de PLD/FTP no que tange as vulnerabilidades do setores ""Capitalização"", ""Previdência Complementar Aberta"" e ""Seguros, Resseguros e Retrocessão"" de baixa para média, tendo em vista ter apresentado o resultado nota 3 e conforme ratificado pela própria Susep na consulta nº 33333.333333/3333-33, anexa, que a é vulnerabilidade dos setores é média.Sugiro ainda a republicação e a divulgação para os Entes Obrigados da Circular Susep nº 333/3333 da ASR retificada com o objetivo que os mesmos se adequem e implementem controles de PLD/FTP de acordo com a correta vulnerabilidade do setor, pois as empresas, bem como a própria Avaliação Nacional de Riscos consideram o setor como criticidade baixa.";Outros
Tenho dúvidas a respeito deste site mas também uma imensa dificuldade de falar com o setor responsável por ele! Não é amigável! Se selecionei que quero falar com o responsável pelo site ele sequer consegue me direcionar após o login!!!Fiz uma reclamação dirigida à SUSEP, fui direcionado a este site e este nada diz a respeito da superitendência com quem quero falar!!!! E sim PROCN/SP. Como o consumidor saberá que sua reclamação chegará onde quer que chegue?????Francamente, eta centralização não está sendo nada boa para o usuário!;Não identificada
